clean_line1,clean_line2,line3,city,zip_code,label,phone,year,major_city,state,chain,Address_Type,Exit_Number,Exit_From_Address,Exit_From_Label,Main_Road,Secondary_Road,Exit_Number_2,Exit_Number_3,Tertiary_Road,Scraped_phone_match_rate,Yelp_phone_match_rate,place_identifier(year),Yellowbook_phone_match_rate,Webscraped_Phone_full_url,Webscraped_PlacedMatched_full_url,Yelp_URL,YellowPages_SEARCH_URL,Match_Comments,Final_Lat,Final_Long
Fontana ( 92337 ) Three Sisters Truck Stop,909-822-4415 I-10 Exit 61 ( S,124 XL INT,Fontana,92337,Three Sisters Truck Stop,909-822-4415,2016,Fontana,CA,,Exit,61,61,,I-10,,,,,True,True,165,True,http://www.rvandtravelers.com/location_details.php?id=3294; https://www.truckstopsandservices.com/location_details.php?id=3294,https://www.truckstopsandservices.com/location_details.php?id=3294; http://www.rvandtravelers.com/location_details.php?id=3294,https://www.yelp.com/biz/three-sisters-truck-stop-fontana?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=909+822+4415; https://www.yellowpages.com/search?search_terms=909+822+4415; https://www.yellowpages.com/search?search_terms=909+822+4415,,34.063015,-117.490877
"Hesperia , 92345 Pilot Travel Center # 381",760-956-2844 I-15 Exit 141 ( US 395 N ),24 XL S <U+2610>,Hesperia,92345,Pilot Travel Center # 381,760-956-2844,2006,Hesperia,CA,Pilot,Exit,141,141,,I-15,,,,,True,True,166,True,http://www.rvandtravelers.com/location_details.php?id=2590; https://www.truckstopsandservices.com/location_details.php?id=2590,http://www.rvandtravelers.com/location_details.php?id=2590; https://www.truckstopsandservices.com/location_details.php?id=2590,https://www.yelp.com/biz/pilot-travel-center-oak-hills-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=760+956+2844; https://www.yellowpages.com/search?search_terms=760+956+2844; https://www.yellowpages.com/search?search_terms=760+956+2844,,34.41005,-117.397939
"Hesperia , 92345 Pilot Travel Center # 381",760-956-2844 I-15 Exit 141 ( US 395 N ),24 XL,Hesperia,92345,Pilot Travel Center # 381,760-956-2844,2007,Hesperia,CA,Pilot,Exit,141,141,,I-15,,,,,True,True,166,True,http://www.rvandtravelers.com/location_details.php?id=2590; https://www.truckstopsandservices.com/location_details.php?id=2590,http://www.rvandtravelers.com/location_details.php?id=2590; https://www.truckstopsandservices.com/location_details.php?id=2590,https://www.yelp.com/biz/pilot-travel-center-oak-hills-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=760+956+2844; https://www.yellowpages.com/search?search_terms=760+956+2844; https://www.yellowpages.com/search?search_terms=760+956+2844,,34.41005,-117.397939
"Hesperia , 92345 Pilot Travel 25 Center ( Industrial # 381 Pkwy W )",5 760-956-2844 I-15 Exit 141 ( US 395 N 24,24 XL,Hesperia,92345,Pilot Travel 25 Center ( Industrial # 381 Pkwy W ),760-956-2844,2008,Hesperia,CA,Pilot,Exit,141,141,,I-15,,,,,True,True,166,True,http://www.rvandtravelers.com/location_details.php?id=2590; https://www.truckstopsandservices.com/location_details.php?id=2590,http://www.rvandtravelers.com/location_details.php?id=2590; https://www.truckstopsandservices.com/location_details.php?id=2590,https://www.yelp.com/biz/pilot-travel-center-oak-hills-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=760+956+2844; https://www.yellowpages.com/search?search_terms=760+956+2844; https://www.yellowpages.com/search?search_terms=760+956+2844,,34.41005,-117.397939
Hesperia ( 92345 ) Pilot Travel Center # 381,760-956-2844 I-15 Exit 141 ( US 395 N ),Pilot 24 XL,Hesperia,92345,Pilot Travel Center # 381,760-956-2844,2014,Hesperia,CA,Pilot,Exit,141,141,,I-15,,,,,True,True,166,True,http://www.rvandtravelers.com/location_details.php?id=2590; https://www.truckstopsandservices.com/location_details.php?id=2590,http://www.rvandtravelers.com/location_details.php?id=2590; https://www.truckstopsandservices.com/location_details.php?id=2590,https://www.yelp.com/biz/pilot-travel-center-oak-hills-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=760+956+2844; https://www.yellowpages.com/search?search_terms=760+956+2844; https://www.yellowpages.com/search?search_terms=760+956+2844,,34.41005,-117.397939
Hesperia ( 92345 ) Pilot Travel Center # 381 on Indust 2 Ruus ),760-956-2844 I-15 Exit 141 ( US 395 N ) Plot,24 XL,Hesperia,92345,Pilot Travel Center # 381 on Indust 2 Ruus ),760-956-2844,2015,Hesperia,CA,Pilot,Exit,141,141,,I-15,,,,,True,True,166,True,http://www.rvandtravelers.com/location_details.php?id=2590; https://www.truckstopsandservices.com/location_details.php?id=2590,http://www.rvandtravelers.com/location_details.php?id=2590; https://www.truckstopsandservices.com/location_details.php?id=2590,https://www.yelp.com/biz/pilot-travel-center-oak-hills-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=760+956+2844; https://www.yellowpages.com/search?search_terms=760+956+2844; https://www.yellowpages.com/search?search_terms=760+956+2844,,34.41005,-117.397939
H Hesperia ( 92345 ) Pilot Travel Center # 381 ( E on Indust 2 Ruus ),5 760-956-2844 I-15 Exit 141 ( US 395 N ) Pilat,) 24 XL 24,Hesperia,92345,Pilot Travel Center # 381 ( E on Indust 2 Ruus ),760-956-2844,2016,Hesperia,CA,Pilot,Exit,141,141,,I-15,,,,,True,True,166,True,http://www.rvandtravelers.com/location_details.php?id=2590; https://www.truckstopsandservices.com/location_details.php?id=2590,http://www.rvandtravelers.com/location_details.php?id=2590; https://www.truckstopsandservices.com/location_details.php?id=2590,https://www.yelp.com/biz/pilot-travel-center-oak-hills-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=760+956+2844; https://www.yellowpages.com/search?search_terms=760+956+2844; https://www.yellowpages.com/search?search_terms=760+956+2844,,34.41005,-117.397939
"Needles , 92363 Westside Chevron",760-326-3048 I-40 Exit 141 ( W Broadway ),<U+2610>,Needles,92363,Westside Chevron,760-326-3048,2006,Needles,CA,Chevron,Exit,141,141,,I-40,,,,,True,True,167,True,https://www.truckstopsandservices.com/location_details.php?id=3652; http://www.rvandtravelers.com/location_details.php?id=3652,https://www.truckstopsandservices.com/location_details.php?id=3652; http://www.rvandtravelers.com/location_details.php?id=3652,https://www.yelp.com/biz/chevron-needles-5?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/circle-k-needles?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=760+326+3048; https://www.yellowpages.com/search?search_terms=760+326+3048; https://www.yellowpages.com/search?search_terms=760+326+3048,,34.848846,-114.622152
"Needles , 92363 Westside Chevron , 1/2 mi W )",760-326-3048 I-40 Exit 141 ( W,24 D,Needles Westside Chevron,92363,"Westside Chevron , 1/2 mi W )",760-326-3048,2007,Needles,CA,Chevron,Exit,141,141,,I-40,,,,,True,True,167,True,https://www.truckstopsandservices.com/location_details.php?id=3652; http://www.rvandtravelers.com/location_details.php?id=3652,https://www.truckstopsandservices.com/location_details.php?id=3652; http://www.rvandtravelers.com/location_details.php?id=3652,https://www.yelp.com/biz/chevron-needles-5?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/circle-k-needles?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=760+326+3048; https://www.yellowpages.com/search?search_terms=760+326+3048; https://www.yellowpages.com/search?search_terms=760+326+3048,,34.848846,-114.622152
"Needles , 92363 Westside Chevron",7 760-326-3048 I-40 Exit 141 ( W Broadway ) .,24 <U+25A1> <U+25A1> <U+2610> <U+2610>,Needles,92363,Westside Chevron,760-326-3048,2008,Needles,CA,Chevron,Exit,141,141,,I-40,,,,,True,True,167,True,https://www.truckstopsandservices.com/location_details.php?id=3652; http://www.rvandtravelers.com/location_details.php?id=3652,https://www.truckstopsandservices.com/location_details.php?id=3652; http://www.rvandtravelers.com/location_details.php?id=3652,https://www.yelp.com/biz/chevron-needles-5?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/circle-k-needles?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=760+326+3048; https://www.yellowpages.com/search?search_terms=760+326+3048; https://www.yellowpages.com/search?search_terms=760+326+3048,,34.848846,-114.622152
Needles ( 92363 ) Westside Chevron mi W ),7 760-326-3048 I-40 Exit 141 ( W Broadway ),24 <U+25A1>,Needles,92363,Westside Chevron mi W ),760-326-3048,2014,Needles,CA,Chevron,Exit,141,141,,I-40,,,,,True,True,167,True,https://www.truckstopsandservices.com/location_details.php?id=3652; http://www.rvandtravelers.com/location_details.php?id=3652,https://www.truckstopsandservices.com/location_details.php?id=3652; http://www.rvandtravelers.com/location_details.php?id=3652,https://www.yelp.com/biz/chevron-needles-5?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/circle-k-needles?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=760+326+3048; https://www.yellowpages.com/search?search_terms=760+326+3048; https://www.yellowpages.com/search?search_terms=760+326+3048,,34.848846,-114.622152
"Needles ( 92363 ) Westside Chevron Marina Dr , 1/2 mi W )",760-326-3048 I-40 Exit 141 ( W Broadway,24 D <U+25A1>,Needles,92363,"Westside Chevron Marina Dr , 1/2 mi W )",760-326-3048,2015,Needles,CA,Chevron,Exit,141,141,,I-40,,,,,True,True,167,True,https://www.truckstopsandservices.com/location_details.php?id=3652; http://www.rvandtravelers.com/location_details.php?id=3652,https://www.truckstopsandservices.com/location_details.php?id=3652; http://www.rvandtravelers.com/location_details.php?id=3652,https://www.yelp.com/biz/chevron-needles-5?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/circle-k-needles?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=760+326+3048; https://www.yellowpages.com/search?search_terms=760+326+3048; https://www.yellowpages.com/search?search_terms=760+326+3048,,34.848846,-114.622152
"Needles ( 92363 ) Westside Chevron Dr , 1/2 mi W )",760-326-3048 I-40 Exit 141 ( W Broadway ),24 <U+25A1>,Needles,92363,"Westside Chevron Dr , 1/2 mi W )",760-326-3048,2016,Needles,CA,Chevron,Exit,141,141,,I-40,,,,,True,True,167,True,https://www.truckstopsandservices.com/location_details.php?id=3652; http://www.rvandtravelers.com/location_details.php?id=3652,https://www.truckstopsandservices.com/location_details.php?id=3652; http://www.rvandtravelers.com/location_details.php?id=3652,https://www.yelp.com/biz/chevron-needles-5?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/circle-k-needles?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=760+326+3048; https://www.yellowpages.com/search?search_terms=760+326+3048; https://www.yellowpages.com/search?search_terms=760+326+3048,,34.848846,-114.622152
"Rialto , 92376 I-10 Truck Stop",909-877-1171 I-10 Exit 68 ( N to 195 E Valley ),000,Rialto,92376,I-10 Truck Stop,909-877-1171,2006,Rialto,CA,,Exit,68,68,,I-10,,,,,True,False,168,True,http://www.rvandtravelers.com/location_details.php?id=1372; https://www.truckstopsandservices.com/location_details.php?id=1372,http://www.rvandtravelers.com/location_details.php?id=1372; https://www.truckstopsandservices.com/location_details.php?id=1372,,https://www.yellowpages.com/search?search_terms=909+877+1171; https://www.yellowpages.com/search?search_terms=909+877+1171; https://www.yellowpages.com/search?search_terms=909+877+1171,,34.070386,-117.367943
"Rialto , 92376 I-10 Truck Stop Mansa",909-877-1171 I-10 Exit 68 ( N to 195 E,HRS 24,Rialto,92376,I-10 Truck Stop Mansa,909-877-1171,2007,Rialto,CA,,Exit,68,68,,I-10,,,,,True,False,168,True,http://www.rvandtravelers.com/location_details.php?id=1372; https://www.truckstopsandservices.com/location_details.php?id=1372,http://www.rvandtravelers.com/location_details.php?id=1372; https://www.truckstopsandservices.com/location_details.php?id=1372,,https://www.yellowpages.com/search?search_terms=909+877+1171; https://www.yellowpages.com/search?search_terms=909+877+1171; https://www.yellowpages.com/search?search_terms=909+877+1171,,34.070386,-117.367943
"Rialto , 92376 I-10 Truck Stop Oregon Trail )",7 909-877-1171 I-10 Exit 68 ( N to,24 M 240 <U+2610> <U+2610> <U+2610><U+2610><U+2610>,Rialto,92376,I-10 Truck Stop Oregon Trail ),909-877-1171,2008,Rialto,CA,,Exit,68,68,,I-10,,,,,True,False,168,True,http://www.rvandtravelers.com/location_details.php?id=1372; https://www.truckstopsandservices.com/location_details.php?id=1372,http://www.rvandtravelers.com/location_details.php?id=1372; https://www.truckstopsandservices.com/location_details.php?id=1372,,https://www.yellowpages.com/search?search_terms=909+877+1171; https://www.yellowpages.com/search?search_terms=909+877+1171; https://www.yellowpages.com/search?search_terms=909+877+1171,,34.070386,-117.367943
Rialto ( 92376 ) I-10 Truck Stop ( Chevron ),7 909-877-1171 I-10 Exit 68 ( N to 195 E Valley ),24 <U+2610><U+2610> <U+2610>,Rialto,92376,I-10 Truck Stop ( Chevron ),909-877-1171,2014,Rialto,CA,Chevron,Exit,68,68,,I-10,,,,,True,False,168,True,http://www.rvandtravelers.com/location_details.php?id=1372; https://www.truckstopsandservices.com/location_details.php?id=1372,https://www.truckstopsandservices.com/location_details.php?id=2745; http://www.rvandtravelers.com/location_details.php?id=1372; http://www.rvandtravelers.com/location_details.php?id=2745; https://www.truckstopsandservices.com/location_details.php?id=1372,,https://www.yellowpages.com/search?search_terms=909+877+1171; https://www.yellowpages.com/search?search_terms=909+877+1171; https://www.yellowpages.com/search?search_terms=909+877+1171,,34.070386,-117.367943
Rialto ( 92376 ) I-10 Truck Stop,7 909-877-1171 I-10 Exit 68 ( N to 195 E Valley ),24 MO<U+2610> <U+2610>,Rialto,92376,I-10 Truck Stop,909-877-1171,2015,Rialto,CA,,Exit,68,68,,I-10,,,,,True,False,168,True,http://www.rvandtravelers.com/location_details.php?id=1372; https://www.truckstopsandservices.com/location_details.php?id=1372,http://www.rvandtravelers.com/location_details.php?id=1372; https://www.truckstopsandservices.com/location_details.php?id=1372,,https://www.yellowpages.com/search?search_terms=909+877+1171; https://www.yellowpages.com/search?search_terms=909+877+1171; https://www.yellowpages.com/search?search_terms=909+877+1171,,34.070386,-117.367943
Rialto ( 92376 ) I-10 Truck Stop,909-877-1171 I-10 Exit 68 ( N to 195 E Valley ),3 . D,Rialto,92376,I-10 Truck Stop,909-877-1171,2016,Rialto,CA,,Exit,68,68,,I-10,,,,,True,False,168,True,http://www.rvandtravelers.com/location_details.php?id=1372; https://www.truckstopsandservices.com/location_details.php?id=1372,http://www.rvandtravelers.com/location_details.php?id=1372; https://www.truckstopsandservices.com/location_details.php?id=1372,,https://www.yellowpages.com/search?search_terms=909+877+1171; https://www.yellowpages.com/search?search_terms=909+877+1171; https://www.yellowpages.com/search?search_terms=909+877+1171,,34.070386,-117.367943
"Lakeview , 92567 Fuel",951-928-9788 Galaxy Ramona Expwy W & Lakeview Ave,000 <U+2610>,Lakeview,92567,Fuel,951-928-9788,2006,Nuevo,CA,,empty,,,,Galaxy Ramona,Lakeview Ave,,,,True,True,169,True,http://www.rvandtravelers.com/location_details.php?id=10350; https://www.truckstopsandservices.com/location_details.php?id=10350,,https://www.yelp.com/biz/lakeview-valero-gas-station-nuevo?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=951+928+9788; https://www.yellowpages.com/search?search_terms=951+928+9788,,33.83686,-117.1233015
"Lakeview , 92567 Galaxy Valero",951-928-9788 Ramona Expwy W & Lakeview Ave,<U+2610>,Lakeview,92567,Galaxy Valero,951-928-9788,2007,Nuevo,CA,Valero,empty,,,,Ramona Expwy,Lakeview Ave,,,,True,True,169,True,http://www.rvandtravelers.com/location_details.php?id=10350; https://www.truckstopsandservices.com/location_details.php?id=10350,http://www.rvandtravelers.com/location_details.php?id=10350; https://www.truckstopsandservices.com/location_details.php?id=10350,https://www.yelp.com/biz/lakeview-valero-gas-station-nuevo?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=951+928+9788; https://www.yellowpages.com/search?search_terms=951+928+9788,,33.83696,-117.123293
"Lakeview , 92567 Galaxy Valero 24",7 951-928-9788 Ramona Expwy W & Lakeview HRS,HRS 24,Lakeview,92567,Galaxy Valero 24,951-928-9788,2008,Nuevo,CA,Valero,empty,,,,Ramona Expwy,Lakeview HRS,,,,True,True,169,True,http://www.rvandtravelers.com/location_details.php?id=10350; https://www.truckstopsandservices.com/location_details.php?id=10350,http://www.rvandtravelers.com/location_details.php?id=10350; https://www.truckstopsandservices.com/location_details.php?id=10350,https://www.yelp.com/biz/lakeview-valero-gas-station-nuevo?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=951+928+9788; https://www.yellowpages.com/search?search_terms=951+928+9788,,33.83696,-117.123293
